,Name,Star Rating,State,Date,Players,Matches
4000,BTTC December Open,0,,12/26/2010,17,53
4001,2010 US Nationals,0,,12/18/2010,686,4095
4002,NJTTC December Open,0,,12/12/2010,107,394
4003,RoboPong 2010 Dec BTTC Open,0,,12/12/2010,56,227
4004,NYITTC December 2010 Open,0,,12/12/2010,27,71
4005,Butterfly East Gate Open Series,0,,12/11/2010,10,36
4006,December Open,0,,12/11/2010,17,77
4007,Maryland Giant Round Robin,0,,12/11/2010,16,84
4008,Morton Grove Winter Open,0,,12/11/2010,60,156
4009,ICC CA State Open,0,,12/05/2010,220,720
4010,2010 Holiday Open Giant RR,0,,12/05/2010,45,245
4011,Valley of the Sun Open,0,,12/05/2010,71,266
4012,2010 DSP/NYTTF Open Series,0,,12/05/2010,49,157
4013,2010 Shorewood Fall Open,0,,12/04/2010,59,205
4014,FL State Closed-Mid FL TT Tour,0,,12/04/2010,48,207
4015,LATTA Open,0,,12/04/2010,89,314
4016,Maryland Circuit,0,,12/04/2010,19,63
4017,2010 JOOLA N. American Teams O,0,,11/28/2010,841,7073
4018,High Desert Open,0,,11/21/2010,24,67
4019,BTTC November Open,0,,11/21/2010,24,99
4020,QTTC November Open,0,,11/21/2010,25,110
4021,Oberlin College Open,0,,11/20/2010,63,296
4022,2010 Austin Fall RR,0,,11/20/2010,43,218
4023,Clearwater Cateogry 5 Golden Open #3,0,,11/20/2010,52,229
4024,Maryland Giant Round Robin,0,,11/20/2010,21,105
4025,November Open,0,,11/20/2010,25,105
4026,Wheeling Fall Open,0,,11/20/2010,56,167
4027,2010 Hawaii Island Open,0,,11/14/2010,30,192
4028,Club JOOLA Rockville Winter Open,0,,11/14/2010,34,83
4029,NJTTC 2010 November Open,0,,11/14/2010,110,380
4030,South Shore Sports / Butterfly Open,0,,11/14/2010,225,1023
4031,2010 DFWTT Fall Open,0,,11/13/2010,69,322
4032,Butterfly East Gate Open Series,0,,11/13/2010,12,65
4033,Jonathan Lian Foothills X Open,0,,11/13/2010,46,196
4034,Middle Creek November Open,0,,11/13/2010,30,158
4035,Myrtle Beach Fall Classic,0,,11/13/2010,13,51
4036,2010 Li-Ning Pacific Rim Open,0,,11/07/2010,199,935
4037,2010 Potomac Fall Open,0,,11/07/2010,94,302
4038,Power Pong Open,0,,11/07/2010,161,649
4039,2010 NH Fall RR Open,0,,11/07/2010,31,104
4040,2010 Spin Magicians Fremont Fa,0,,11/07/2010,118,367
4041,RoboPong November BTTC Open,0,,11/06/2010,53,261
4042,Top Spin Open 2010,0,,11/06/2010,49,198
4043,2010 Atlanta Open Giant RR,0,,11/06/2010,37,131
4044,2010 Fall Open,0,,11/06/2010,12,60
4045,2010 Fall Shocker Classic,0,,11/06/2010,21,79
4046,9th KamMan-Everbright Cup,0,,11/06/2010,24,60
4047,Dayton Giant RR Open,0,,11/06/2010,54,218
4048,Fall Open,0,,11/06/2010,88,225
4049,Maryland Circuit,0,,11/06/2010,16,60
4050,NYITTC November Open,0,,11/06/2010,25,85
4051,13th FIT Open TT Championships,0,,10/31/2010,195,681
4052,Middle Creek Halloween Open,0,,10/30/2010,28,133
4053,October Open,0,,10/30/2010,35,141
4054,2010 Butterfly MDTTC Open,0,,10/24/2010,40,140
4055,2010 Millcreek Open,0,,10/24/2010,149,771
4056,BTTC October Open,0,,10/24/2010,33,114
4057,Concord Cup Youth Open,0,,10/24/2010,65,218
4058,Glendale Friendship Games,0,,10/24/2010,37,111
4059,FL Orange Blossom Series-Fall Classic 2010,0,,10/23/2010,77,329
4060,Central Atlanta Fall Classic Open,0,,10/23/2010,40,188
4061,Penn State TT Team Tournament,0,,10/23/2010,53,160
4062,Texas Wesleyan Open,0,,10/23/2010,89,389
4063,October WATTC Club Tournament,0,,10/17/2010,14,61
4064,Charlotte $1000 Loopalalooza,0,,10/17/2010,46,187
4065,NJTTC 2010 October Open,0,,10/17/2010,118,404
4066,Rockford Fall Open,0,,10/17/2010,63,200
4067,"$1,000.00 ""Celluloid Shootout"" Open",0,,10/16/2010,45,191
4068,Butterfly East Gate Open Series,0,,10/16/2010,14,82
4069,Maryland Giant Round Robin,0,,10/16/2010,9,36
4070,25th Annual Bernard Hock Open,0,,10/10/2010,57,357
4071,2010 DSP/NYTTF Open Series,0,,10/10/2010,60,216
4072,Hutchinson 2010 Fall Open,0,,10/09/2010,15,87
4073,Mid FL Tour Oct 2010 Cocoa Beach,0,,10/09/2010,53,238
4074,Huntsman World Senior Games (Open),0,,10/07/2010,166,661
4075,LATTA Open,0,,10/03/2010,88,326
4076,RoboPong October BTTC Open,0,,10/03/2010,83,418
4077,NYITTC September 2010 Open,0,,10/03/2010,32,81
4078,Arkansas Open,0,,10/02/2010,67,249
4079,Maryland Circuit,0,,10/02/2010,16,59
4080,Middle Creek October Open,0,,10/02/2010,25,96
4081,2010 Lindenwood September Open,0,,09/26/2010,87,489
4082,Best of the West Open,0,,09/26/2010,80,270
4083,Club JOOLA Rockville Fall Open,0,,09/26/2010,42,154
4084,"Kitsap Open ""Showdown Near Seattle""",0,,09/26/2010,107,473
4085,NJTTC 2010 September Open,0,,09/26/2010,146,477
4086,Mid-Florida Tour-Lakeland Sept Classic,0,,09/25/2010,79,339
4087,Macy Block Open,0,,09/25/2010,52,143
4088,Rush Copley Fall Open,0,,09/25/2010,24,94
4089,September Open,0,,09/25/2010,30,135
4090,2010 Badger Open,0,,09/19/2010,214,911
4091,Nashua TTC RR Open,0,,09/19/2010,31,69
4092,BTTC September Open,0,,09/19/2010,24,99
4093,Austin Classic RR 2010,0,,09/18/2010,47,172
4094,Butterfly East Gate Open Series,0,,09/18/2010,12,64
4095,Maryland Giant Round Robin,0,,09/18/2010,9,35
4096,Middle Creek September Open,0,,09/18/2010,24,147
4097,Northern KY Fall 2010 Tourname,0,,09/18/2010,31,145
4098,Sacramento Summer Spectacular,0,,09/18/2010,145,526
4099,2010 Butterfly MDTTC Open,0,,09/12/2010,43,153
4100,2010 Virginia JOOLA Open,0,,09/12/2010,51,340
4101,Power Pong Open,0,,09/12/2010,137,458
4102,Atlanta Fall Open,0,,09/11/2010,90,299
4103,Newark Table Tennis Club Open,0,,09/11/2010,16,60
4104,Texas Wesleyan Open,0,,09/11/2010,71,249
4105,Houston Korean Open,0,,09/06/2010,56,135
4106,2010 Bellevue Fall Open,0,,09/05/2010,62,243
4107,2010 Berkeley Open on the JOOLA NA Tour,0,,09/05/2010,232,1079
4108,New England Open,0,,09/05/2010,118,505
4109,Labor Day Open,0,,09/04/2010,64,219
4110,Maryland Circuit,0,,09/04/2010,17,107
4111,Pacific Coast Open,0,,08/29/2010,141,450
4112,2010 DSP/NYTTF Open Series,0,,08/29/2010,67,216
4113,2010 Summer Slam II,0,,08/28/2010,19,103
4114,Maryland Giant Round Robin,0,,08/28/2010,13,78
4115,Strongsville Summer Open,0,,08/22/2010,57,263
4116,RoboPong August 2010 BTTC Open,0,,08/22/2010,56,197
4117,BTTC August Open,0,,08/22/2010,34,118
4118,19th Annual Decatur Open,0,,08/21/2010,71,246
4119,2010 Indiana Open,0,,08/15/2010,67,280
4120,NYTT August Open,0,,08/15/2010,43,155
4121,FL Orange Blossom Series-Summer Classic 2010,0,,08/14/2010,79,344
4122,2010 Under 1200 Ratings Tournament,0,,08/14/2010,26,76
4123,Maryland Circuit,0,,08/14/2010,28,141
4124,Gambler Foothills Gold Dollar Upset,0,,08/07/2010,52,220
4125,Hutchinson 2010 Summer Open,0,,08/07/2010,17,87
4126,Waco TT Tournament - State Games 2010,0,,08/07/2010,59,273
4127,2010 Junior Olympics/Nationals,0,,08/02/2010,59,307
4128,Rocky Mountain State Games,0,,08/01/2010,42,155
4129,DAC July Open,0,,07/31/2010,19,84
4130,Maryland State Closed,0,,07/31/2010,23,117
4131,Schaumburg Summer Open,0,,07/31/2010,72,274
4132,Keystone State Games,0,,07/25/2010,17,80
4133,Lake Superior International Open,0,,07/25/2010,55,288
4134,Club JOOLA Rockville Summer Open,0,,07/25/2010,57,197
4135,RoboPong July 2010 BTTC Open,0,,07/25/2010,43,240
4136,QTTC July Open,0,,07/25/2010,17,69
4137,Sunflower State Games,0,,07/24/2010,33,127
4138,Texas Wesleyan Open,0,,07/24/2010,53,219
4139,2010 Lindenwood July Open,0,,07/18/2010,71,337
4140,2010 Northridge Open,0,,07/18/2010,162,707
4141,Arizona Sizzler,0,,07/18/2010,69,228
4142,Georgia Games,0,,07/18/2010,70,177
4143,LNVTTC July Open,0,,07/18/2010,62,286
4144,SportsFest XIV 'Team' & Top Gun Singles Open,0,,07/18/2010,72,266
4145,Mid-Florida Tour-Lakeland July Classic,0,,07/17/2010,95,433
4146,Maryland Giant Round Robin,0,,07/17/2010,17,72
4147,Jimmy McClure Memorial TT Open,0,,07/11/2010,31,128
4148,JOOLA LVTT Desert Challenge,0,,07/11/2010,23,90
4149,2010 BTTC Open,0,,07/11/2010,16,54
4150,2010 Wild Bill Hickok Shootout,0,,07/10/2010,36,168
4151,2010 US Open,0,,07/03/2010,645,3302
4152,2010 North American Championsh,0,,07/03/2010,76,212
4153,Maryland Circuit,0,,07/03/2010,16,62
4154,So. FL Newgy Robo Pong US Open Warm Up,0,,06/27/2010,124,606
4155,California State Open,0,,06/27/2010,133,444
4156,2010 DSP/NYTTF Open Series,0,,06/27/2010,49,168
4157,QTTC June Open,0,,06/27/2010,22,70
4158,2010 Austin Spring Round Robin,0,,06/26/2010,38,189
4159,DAC June Open,0,,06/26/2010,15,63
4160,Sooner State Games,0,,06/26/2010,21,102
4161,FL Sunshine State Games - 2010,0,,06/20/2010,63,254
4162,New Hampshire RR Open,0,,06/20/2010,36,109
4163,HTTC June 2010 Invitational,0,,06/19/2010,12,66
4164,Longmont Summer Open,0,,06/19/2010,32,164
4165,Macy Block Open,0,,06/19/2010,71,270
4166,Maryland Giant Round Robin,0,,06/19/2010,16,82
4167,2010 Rose City Open,0,,06/13/2010,91,498
4168,Aloha State Games,0,,06/12/2010,14,13
4169,Pensacola's 10th Annual Summer Open,0,,06/12/2010,30,127
4170,Texas Wesleyan Open,0,,06/12/2010,51,206
4171,Wheeling Spring Open,0,,06/12/2010,54,152
4172,Meiklejohn North American Seniors Open,0,,06/06/2010,206,648
4173,Indy Giant RR & 2-Man Teams,0,,06/06/2010,50,243
4174,2010 BTTC Open,0,,06/06/2010,27,95
4175,Maryland Circuit,0,,06/05/2010,21,123
4176,Ocala Open,0,,06/05/2010,54,259
4177,Scenic City Spring Open,0,,06/05/2010,43,159
4178,Grand Canyon State Summer Games,0,,05/31/2010,36,163
4179,2010 Spintech Spinathon,0,,05/30/2010,93,362
4180,America's Team Championships,0,,05/30/2010,105,796
4181,Golden State Open,0,,05/30/2010,183,624
4182,2010 Memorial Day Open,0,,05/29/2010,15,76
4183,2010 Eastern Open on the JOOLA NA Tour,0,,05/23/2010,239,925
4184,DAC May Open,0,,05/23/2010,50,272
4185,May 2010 Broward TT Open,0,,05/23/2010,67,343
4186,QTTC May Open,0,,05/23/2010,29,97
4187,2010 CCY TT Tournament,0,,05/22/2010,69,161
4188,2010 El Paso Spring Open,0,,05/22/2010,18,81
4189,Maryland Giant Round Robin,0,,05/22/2010,16,100
4190,Second SITTA Robo-Pong Tournament,0,,05/22/2010,22,70
4191,Wounded Warrior Benefit TT Tournament,0,,05/22/2010,49,180
4192,2010 Potomac Spring Open,0,,05/16/2010,99,334
4193,NJTTC May Open,0,,05/16/2010,91,340
4194,Power Pong Open,0,,05/16/2010,160,531
4195,FL Orange Blossom Series-Spring Classic 2010,0,,05/15/2010,93,407
4196,New York State Open Junior Championships,0,,05/15/2010,13,28
4197,Northern KY Spring 2010,0,,05/15/2010,44,205
4198,Sacramento Spring Open,0,,05/15/2010,124,451
4199,$1300 Paddle Palace Open,0,,05/08/2010,64,298
4200,2010 Alabama Closed,0,,05/08/2010,54,171
4201,2010 NYC Mayor's Cup,0,,05/08/2010,60,87
4202,8th Dr ZhiYu-Everbright Cup,0,,05/08/2010,19,31
4203,Maryland Circuit,0,,05/08/2010,13,78
4204,Schaumburg Spring Open,0,,05/08/2010,62,205
4205,ICC CA State Open,0,,05/02/2010,227,686
4206,2010 Butterfly MDTTC Open,0,,05/02/2010,44,184
4207,Arizona Closed,0,,05/02/2010,80,274
4208,Charlotte $1000 Loopalalooza,0,,05/02/2010,53,221
4209,Robo-Pong St. Joseph Valley Open,0,,05/02/2010,133,623
4210,2010 BTTC Open,0,,05/02/2010,23,71
4211,AITTA League Singles,0,,05/02/2010,3,3
4212,Texas Wesleyan Open,0,,05/01/2010,63,242
4213,2010 Indiana State Closed,0,,04/25/2010,56,274
4214,2010 NNTTC JOOLA Open,0,,04/25/2010,63,331
4215,2010 Saint Peters April Open,0,,04/25/2010,88,463
4216,81st Annual NJ State Championships,0,,04/25/2010,86,294
4217,April 2010 Broward TT Open,0,,04/25/2010,64,254
4218,LATTA Open,0,,04/25/2010,76,307
4219,2010 DSP/NYTTF Open Series,0,,04/25/2010,42,143
4220,QTTC April Open,0,,04/25/2010,24,79
4221,Ameriprise Presents The Bill Mason Memorial,0,,04/24/2010,76,295
4222,April Open,0,,04/24/2010,30,151
4223,Maryland Giant Round Robin,0,,04/24/2010,13,65
4224,Reno-Sparks Biggest Little TT Tournament,0,,04/24/2010,59,194
4225,76th Annual Michigan Closed TT Championships,0,,04/18/2010,141,694
4226,NJTTC April Open,0,,04/18/2010,79,309
4227,Tri-City Spring Open Double RR,0,,04/18/2010,19,78
4228,Homenetmen Ararat Open,0,,04/18/2010,62,164
4229,Rockford Spring Open,0,,04/18/2010,52,163
4230,2010 Big Island Open,0,,04/18/2010,32,161
4231,2010 Wisconsin State Championship,0,,04/17/2010,52,158
4232,Clearwater Category 5 Golden Open #2,0,,04/17/2010,42,162
4233,Dayton Giant RR Open,0,,04/17/2010,48,204
4234,Emerald Coast Spring Open (Hosted by FWBTTC),0,,04/17/2010,24,92
4235,Longmont Spring Open,0,,04/17/2010,50,215
4236,2010 DFWTT Spring Open,0,,04/17/2010,66,274
4237,Newgy Strongsville Show Down,0,,04/11/2010,77,374
4238,2010 PA State Championships (Closed),0,,04/11/2010,165,559
4239,AYTTO 2010 New York City Open,0,,04/11/2010,213,826
4240,Hutchinson 2010 Spring Open,0,,04/10/2010,28,131
4241,Joseph Newgarden Dogwood Open V Gold Dollar Upset,0,,04/10/2010,52,227
4242,Maryland Circuit,0,,04/10/2010,20,110
4243,Mid FL Tour Apr 2010 Cocoa Beach,0,,04/10/2010,55,250
4244,2010 Bellevue Spring Open,0,,04/04/2010,80,291
4245,12th FIT Open TT Championships,0,,03/28/2010,180,594
4246,Club JOOLA Spring Open,0,,03/28/2010,47,158
4247,Golden Western Open,0,,03/28/2010,145,494
4248,2010 BTTC Open,0,,03/28/2010,11,53
4249,2010 Millcreek Giant RR,0,,03/28/2010,108,418
4250,Grand Canyon State Winter Games,0,,03/28/2010,45,130
4251,QTTC March Open,0,,03/28/2010,25,78
4252,2010 Alabama Closed Team Championship,0,,03/27/2010,44,120
4253,OKC Spring Teams,0,,03/27/2010,32,98
4254,Butterfly Cary Cup Championship,0,,03/21/2010,167,943
4255,2010 Lindenwood March Open,0,,03/21/2010,97,482
4256,CBTTI 10th Anniv. TT Championships,0,,03/21/2010,25,59
4257,RI 2010 Spring Open,0,,03/21/2010,40,134
4258,March Open,0,,03/20/2010,43,179
4259,Maryland Giant Round Robin,0,,03/20/2010,21,117
4260,Power Pong Open,0,,03/14/2010,130,463
4261,2010 Chesapeake Open on the JOOLA NA Tour,0,,03/14/2010,125,434
4262,March '10 Broward TTO,0,,03/14/2010,79,369
4263,NJTTC March Open,0,,03/14/2010,102,339
4264,Butterfly/East Gate Open Serie,0,,03/13/2010,21,103
4265,The Monon Center Winter Open,0,,03/13/2010,39,149
4266,Year of the Tiger Open,0,,03/13/2010,88,228
4267,Arnold TT Championships,0,,03/07/2010,126,485
4268,Newgy Texas Wesleyan Open,0,,03/07/2010,134,483
4269,$2200 2-Star MO Winter Games 2010 Open,0,,03/06/2010,34,124
4270,Atlanta Giant Round Robin,0,,03/06/2010,47,188
4271,Maryland Circuit,0,,03/06/2010,26,135
4272,2010 US National Team Trials,0,,03/05/2010,18,52
4273,ICC CA State Open,0,,02/28/2010,169,481
4274,2010 BTTC Open,0,,02/28/2010,21,78
4275,Aurora Winter Open,0,,02/28/2010,50,208
4276,QTTC February Open,0,,02/28/2010,36,127
4277,FL Orange Blossom Series-Winter Classic 2010,0,,02/27/2010,102,425
4278,2010 International Heritage Team TT Tournament,0,,02/27/2010,37,114
4279,February Open,0,,02/27/2010,32,125
4280,GTTTC Family & Friends,0,,02/27/2010,13,32
4281,2010 Rochester New York Open,0,,02/21/2010,87,456
4282,"2010 ""Think Spring"" Open",0,,02/21/2010,59,303
4283,Arizona Open,0,,02/21/2010,88,290
4284,Charlotte $1000 Loopalalooza,0,,02/21/2010,43,183
4285,LATTA Open,0,,02/21/2010,90,374
4286,NJTTC February Open,0,,02/21/2010,95,341
4287,2010 Austin Winter Open,0,,02/20/2010,68,293
4288,2010 Western Open on the JOOLA NA Tour,0,,02/20/2010,220,911
4289,Arkansas Closed,0,,02/20/2010,55,216
4290,Maryland Giant Round Robin,0,,02/20/2010,13,58
4291,US Recession Fighter Open,0,,02/20/2010,28,139
4292,February '10 Broward TTO,0,,02/14/2010,66,343
4293,NYTT February 2010 Open,0,,02/14/2010,19,54
4294,Year of the Tiger Open,0,,02/14/2010,57,113
4295,Butterfly/East Gate Open Serie,0,,02/13/2010,19,88
4296,Newgy Texas Wesleyan Open,0,,02/13/2010,91,400
4297,2010 DSP/NYTTF Open Seires,0,,02/07/2010,39,126
4298,Macy Block Winter Open,0,,02/06/2010,67,243
4299,2010 MN State Championships,0,,01/31/2010,99,317
4300,2010 BTTC Open,0,,01/31/2010,26,107
4301,QTTC January Open,0,,01/31/2010,51,177
4302,1st LTTC Robo-Pong Tournament,0,,01/30/2010,27,99
4303,January Open,0,,01/30/2010,51,224
4304,Macy Block Giant RR Open,0,,01/30/2010,32,118
4305,Sacramento Winter Open,0,,01/30/2010,179,606
4306,"Smashin', Cashin' & Dashin' Open",0,,01/30/2010,25,108
4307,NJTTC January Open,0,,01/24/2010,109,388
4308,Clearwater Category 5 Golden Open #1,0,,01/23/2010,44,182
4309,Maryland Giant Round Robin,0,,01/23/2010,16,67
4310,Schaumburg January Open,0,,01/23/2010,63,208
4311,Sooner State Games,0,,01/23/2010,44,146
4312,Charlotte $1000 Loopalalooza,0,,01/17/2010,53,225
4313,10th Annual Holiday Classic 'Team' & Top Gun Singles Open,0,,01/17/2010,79,300
4314,2010 TX Winter Games,0,,01/16/2010,82,286
4315,Butterfly/East Gate Open Serie,0,,01/16/2010,26,118
4316,Robopong 10 January BTTO,0,,01/10/2010,66,360
4317,Maryland Giant RR,0,,01/09/2010,23,121
4318,Pensacola Winter Open,0,,01/09/2010,42,208
4319,5th Ben Hill Holiday Classic,0,,01/03/2010,48,246
4320,Brooklyn TTC December Open,0,,12/27/2009,27,99
4321,Holiday Open,0,,12/26/2009,50,135
4322,2009 US Nationals,0,,12/19/2009,597,3279
4323,Youth Olympic Games Trials,0,,12/18/2009,22,43
4324,Club JOOLA December Open,0,,12/13/2009,38,139
4325,NJTTC December Open,0,,12/13/2009,96,353
4326,2009 Shorewood Fall Open,0,,12/12/2009,58,227
4327,Butterfly/East Gate Open Serie,0,,12/12/2009,21,97
4328,December Open,0,,12/12/2009,33,136
4329,SATTA Tour Championships,0,,12/12/2009,50,139
4330,2009 Holiday Open Giant RR,0,,12/06/2009,48,192
4331,December 09 Broward TTO,0,,12/06/2009,62,284
4332,LATTA Open,0,,12/06/2009,93,340
4333,Maryland Circuit,0,,12/06/2009,16,63
4334,Valley of the Sun,0,,12/06/2009,83,319
4335,ICC California State Open,0,,12/06/2009,234,693
4336,NYTTF Open,0,,12/06/2009,46,139
4337,QTTC December Open,0,,12/06/2009,15,58
4338,2009 JOOLA N. American Teams O,0,,11/29/2009,888,7627
4339,2009 NYTT November Open,0,,11/22/2009,34,84
4340,Kentucky Closed,0,,11/22/2009,24,82
4341,Rockford Thanksgiving Open,0,,11/22/2009,40,133
4342,Clearwater Open Orange Blossom,0,,11/21/2009,38,164
4343,Galina Cup Championships,0,,11/21/2009,41,127
4344,November Open,0,,11/21/2009,36,168
4345,2009 Potomac Fall Open,0,,11/15/2009,92,294
4346,South Shore Sports/Butterfly O,0,,11/15/2009,173,746
4347,Brooklyn TTC November Open,0,,11/15/2009,28,88
4348,2009 DFWTT Fall Open,0,,11/14/2009,70,375
4349,Butterfly/East Gate Open Serie,0,,11/14/2009,17,69
4350,Central Florida Table Tennis,0,,11/14/2009,44,172
4351,Foothills VIII Gold Dollar Ups,0,,11/14/2009,30,116
4352,Power Pong Open,0,,11/14/2009,68,202
4353,1st AMDT San Fran Open TT Cham,0,,11/08/2009,90,322
4354,2009 Li-Ning Pacific Rim Open,0,,11/08/2009,187,759
4355,Hawaii Island Open 2009,0,,11/08/2009,26,172
4356,High Desert Open,0,,11/08/2009,37,150
4357,Maryland Circuit,0,,11/08/2009,21,96
4358,NJTTC November Open,0,,11/08/2009,95,378
4359,2009 Austin Fall Round Robin,0,,11/07/2009,72,295
4360,Atlanta Giant RR,0,,11/07/2009,48,206
4361,Dayton Round Robin Open,0,,11/07/2009,54,206
4362,Middle Creek November Open,0,,11/07/2009,39,199
4363,Schaumburg Fall Open,0,,11/07/2009,63,210
4364,11th FIT Open TT Championships,0,,11/01/2009,143,532
4365,LATTA Open,0,,11/01/2009,106,382
4366,October '09 Broward TT Open,0,,11/01/2009,66,251
4367,El Paso 2009 Fall Open,0,,11/01/2009,13,53
4368,SATTA Tour,0,,10/31/2009,38,73
4369,FL Orange Blossom Series & FL ,0,,10/25/2009,90,388
4370,2009 Lindenwood October Open,0,,10/25/2009,76,393
4371,2009 Millcreek Open,0,,10/25/2009,159,851
4372,TCTTA Fall Open Double RR,0,,10/25/2009,24,139
4373,Brooklyn TTC October Open,0,,10/25/2009,25,80
4374,Concord Youth Cup,0,,10/25/2009,75,263
4375,Rhode Island Open,0,,10/25/2009,27,94
4376,7th Everbright Cup Open TT Cha,0,,10/24/2009,36,79
4377,Longmont Fall Open,0,,10/24/2009,36,141
4378,Newgy Texas Wesleyan Open,0,,10/24/2009,70,289
4379,October Open,0,,10/24/2009,22,91
4380,Raleigh-Brier Creek Giant RR,0,,10/24/2009,27,156
4381,2009 Porky's Fall Classic,0,,10/18/2009,68,201
4382,Butterfly MDTTC October Open,0,,10/18/2009,51,178
4383,Chicago Slam TTC Open,0,,10/18/2009,59,143
4384,NYTTF Open,0,,10/18/2009,53,172
4385,Arkansas Closed,0,,10/17/2009,70,288
4386,Hutchinson 2009 Fall Open,0,,10/17/2009,28,148
4387,Maryland Giant RR,0,,10/17/2009,10,60
4388,Middle Creek October Open,0,,10/17/2009,23,126
4389,Topspin Best Twelve Invitation,0,,10/17/2009,12,39
4390,24th Annual Bernard Hock Open,0,,10/11/2009,59,245
4391,Charlotte $1000 Loopalalooza,0,,10/11/2009,61,244
4392,NJTTC October Open,0,,10/11/2009,117,396
4393,A Net and an Edge Open,0,,10/11/2009,24,103
4394,2009 CCC Cup,0,,10/10/2009,72,207
4395,Joe Henneke Melb-Cocoa Beach F,0,,10/10/2009,49,208
4396,Huntsman World Senior Games,0,,10/08/2009,132,557
4397,2009 SOCAL Open,0,,10/04/2009,196,925
4398,2009 Virginia JOOLA Open,0,,10/04/2009,42,230
4399,Arizona Sizzler,0,,10/04/2009,84,273
4400,Maryland Circuit,0,,10/04/2009,20,88
4401,September '09 Broward TT Open,0,,10/04/2009,72,304
4402,7th Annual Southeastern Classi,0,,10/03/2009,53,263
4403,2009 Bellevue Fall Open,0,,09/27/2009,77,337
4404,2nd Brooklyn Polytechnic Open,0,,09/27/2009,110,346
4405,Heart of Florida TT Open Fall ,0,,09/26/2009,40,202
4406,OKC Fall Team Tournament,0,,09/26/2009,30,86
4407,September Open,0,,09/26/2009,25,97
4408,The Monon Center Fall Open,0,,09/26/2009,43,186
4409,2009 Badger Open,0,,09/20/2009,128,564
4410,2009 Northridge Open,0,,09/20/2009,167,597
4411,Brooklyn TTC September Open,0,,09/20/2009,28,85
4412,Maryland Giant RR,0,,09/19/2009,16,84
4413,Middle Creek September Open,0,,09/19/2009,22,113
4414,Butterflly MDTTC September Ope,0,,09/13/2009,49,171
4415,FITT Fall Fun TT Open Tourname,0,,09/13/2009,20,51
